,Actual,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
151,0.0,0.007218455155113085,0.011506693976489185,0.007440004925206849,0.001077286,0.0,0.0,0.0,0.008827964268356789,0.0035646755449301832,0.0,0.0,0.0,1.0
2105,0.0,0.0126760380810124,0.0120352744154302,0.012672340748230669,0.015002199,0.0,0.0,0.0,0.008827964268356789,0.009294055133898214,0.0,0.0,0.0,1.0
1167,0.0,0.005459325846605337,0.009401976230949632,0.0058519893214805455,0.0023998145,0.0,0.0,0.0,0.008827964268356789,0.0018626071383040896,0.0,0.0,0.0,1.0
492,0.0,0.007333035702793948,0.00639428124156949,0.007033737161661782,0.0020833851,0.0,0.0,0.0,0.008827964268356789,0.004128084310168571,0.0,0.0,0.0,1.0
1770,0.0,0.005936755059759794,0.00980989809443899,0.0059142985072868585,0.0016271903,0.0,0.0,0.0,0.008827964268356789,0.002798140241512094,0.0,0.0,0.0,1.0
376,0.0,0.011616289486704602,0.0120352744154302,0.011209334948788069,0.010939944,0.0,0.0,0.0,0.008827964268356789,0.010001375886930588,0.0,0.0,0.0,1.0
521,0.0,0.008639277713672332,0.007526688348666421,0.008361726484336269,0.005215334,0.0,0.0,0.0,0.008827964268356789,0.004796165020114895,0.0,0.0,0.0,1.0
1976,0.0,0.011338978597287172,0.009494574345979468,0.011034845793973307,0.0012557835,0.0,0.0,0.0,0.008827964268356789,0.0061213344035403955,0.0,0.0,0.0,1.0
391,1.0,0.009207413777107171,0.0120352744154302,0.00889997285118517,0.00838456,0.0,0.0,0.0,0.008827964268356789,0.00471922292703697,0.0,0.0,0.0,1.0
44,0.0,0.004053516408139866,0.0120352744154302,0.004193006854305788,0.010670749,0.04,0.0,0.0,0.008827964268356789,0.0013105489089860936,0.0,0.0,0.0,1.0
1452,0.0,0.005270550672558746,0.0051207573038153,0.005280327477120459,0.0038895186,0.0,0.0,0.0,0.008827964268356789,0.0026399466152089686,0.0,0.0,0.0,1.0
549,0.0,0.01457161515364823,0.0120352744154302,0.01493161439319155,0.015985172,0.0,0.0,0.0,0.008827964268356789,0.009527335879762717,0.0,0.0,0.0,1.0
592,0.0,0.014742648043737329,0.0120352744154302,0.014410286107147147,0.014776415,0.019166666666666665,0.0,0.0,0.008827964268356789,0.012294948707506746,0.0,0.0,0.0,1.0
180,0.0,0.012946265298355766,0.0120352744154302,0.01251256995594224,0.013105646,0.0,0.0,0.0,0.008827964268356789,0.00833754745246366,0.0,0.0,0.0,1.0
1092,0.0,0.018132205250106555,0.0120352744154302,0.01801549939510224,0.08127992,0.01,0.0,0.0,0.008827964268356789,0.013966458930883626,0.0,0.0,0.0,1.0
280,0.0,0.004016705076636505,0.011311105328867945,0.0038982225124381,0.0046292455,0.0,0.0,0.0,0.008827964268356789,0.00048728993276036283,0.0,0.0,0.0,0.0
782,0.0,0.009728747018518046,0.008322231634356369,0.010224907003803551,0.004471259,0.0,0.0,0.0,0.008827964268356789,0.005607502092212695,0.0,0.0,0.0,1.0
1563,0.0,0.008806188266631158,0.004980820654465338,0.009089267170234455,0.008334371,0.08,0.0,0.0,0.008827964268356789,0.009196951878414834,0.0,0.0,0.0,1.0
34,0.0,0.004419087534219713,0.005628883115176443,0.004502438781222002,0.0013373214,0.0,0.0,0.0,0.008827964268356789,0.0020175974063868286,0.0,0.0,0.0,1.0
626,0.0,0.00783269349067329,0.005458776061457994,0.007431300713473824,0.003663477,0.0,0.0,0.0,0.008827964268356789,0.0040520485712495875,0.0,0.0,0.0,1.0
2002,0.0,0.0050170582181350495,0.006260584388760688,0.0050533943581316815,0.0010843596,0.0,0.0,0.0,0.008827964268356789,0.002856959445202109,0.0,0.0,0.0,1.0
1625,0.0,0.004277182286788907,0.005878575309733319,0.0041352172432659986,0.0005878847,0.0,0.0,0.0,0.008827964268356789,0.0020066623737176733,0.0,0.0,0.0,1.0
2111,0.0,0.005601921284118386,0.0120352744154302,0.005441017352335443,0.0077727837,0.12692821067821064,0.0,0.2,0.008827964268356789,0.0019332796101436261,0.0,0.0,0.0,1.0
1689,0.0,0.01557434274729923,0.009714915934149375,0.016726482025664954,0.003017886,0.02,0.0,0.0,0.008827964268356789,0.009793366153952326,0.0,0.0,0.0,1.0
746,0.0,0.023333073332484522,0.0120352744154302,0.023463488718480224,0.031651635,0.08,0.0,0.0,0.008827964268356789,0.01699053807109811,0.0,0.0,0.0,1.0
589,0.0,0.010226616617936269,0.007690383212541809,0.009883281098610681,0.009802492,0.01,0.0,0.0,0.008827964268356789,0.007465737099876588,0.0,0.0,0.0,1.0
242,0.0,0.008739494101468931,0.008423749627470306,0.008888493309836008,0.0010466275,0.0,0.0,0.0,0.008827964268356789,0.005166132776348643,0.0,0.0,0.0,1.0
863,0.0,0.015868408206445306,0.0120352744154302,0.015810017674371058,0.017545786,0.01,0.0,0.0,0.008827964268356789,0.010826492723507124,0.0,0.0,0.0,1.0
538,0.0,0.007716620131858203,0.0120352744154302,0.007435911999807128,0.002009028,0.0,0.0,0.0,0.008827964268356789,0.004111037972091054,0.0,0.0,0.0,1.0
1900,0.0,0.005163140304324648,0.006435594316970474,0.005157525153795696,0.0068269637,0.0,0.0,0.0,0.008827964268356789,0.0024127066691714784,0.0,0.0,0.0,1.0
556,0.0,0.005490797513393026,0.0120352744154302,0.005288482255006493,0.0019610287,0.0,0.0,0.0,0.008827964268356789,0.002172147770418211,0.0,0.0,0.0,1.0
569,0.0,0.008741517104079242,0.009572385297552003,0.008519198839107596,0.003405178,0.0,0.0,0.0,0.008827964268356789,0.00040499673424357026,0.0,0.0,0.0,0.0
1752,0.0,0.011597986596423885,0.006634072656843918,0.011671973728836528,0.0114459945,0.0,0.0,0.0,0.008827964268356789,0.015892424518338968,0.0,0.0,0.0,1.0
182,0.0,0.009868038628971915,0.0060964405886675885,0.009716881526575951,0.010490442,0.0,0.0,0.0,0.008827964268356789,0.005665664768780113,0.0,0.0,0.0,1.0
1771,0.0,0.012902234790757751,0.0120352744154302,0.012478524171037123,0.008103682,0.0,0.0,0.0,0.008827964268356789,0.007264116764589542,0.0,0.0,0.0,1.0
1785,0.0,0.014440910893796063,0.009271904162578583,0.015037800176223463,0.0038441229,0.02,0.0,0.0,0.008827964268356789,0.010999008959965325,0.0,0.0,0.0,1.0
423,0.0,0.012448808730963075,0.0120352744154302,0.012873428820023045,0.0027273707,0.0,0.0,0.0,0.008827964268356789,0.016295033734579422,0.0,0.0,0.0,1.0
298,0.0,0.006794910344621793,0.008414882633844413,0.0065450653779772485,0.0042148335,0.0,0.0,0.0,0.008827964268356789,0.0039542009406517125,0.0,0.0,0.0,1.0
1467,0.0,0.009319292055879063,0.0120352744154302,0.00954915654246021,0.013921768,0.0,0.0,0.0,0.008827964268356789,0.0029509386514398185,0.0,0.0,0.0,0.0
232,0.0,0.0050207317191354375,0.00733836439891161,0.005145427967707912,0.0014110148,0.0,0.0,0.0,0.008827964268356789,0.0024450082768350035,0.0,0.0,0.0,1.0
1239,0.0,0.009417282679935112,0.0120352744154302,0.00962118143009008,0.0027958464,0.0,0.0,0.0,0.008827964268356789,0.004822997491062841,0.0,0.0,0.0,1.0
122,0.0,0.003531073067133224,0.0120352744154302,0.003400269423274244,0.005353075,0.01,0.0,0.0,0.008827964268356789,0.0009680830456377621,0.0,0.0,0.0,1.0
338,0.0,0.01656338233157446,0.0120352744154302,0.016092859692334135,0.009917303,0.03,0.0,0.0,0.008827964268356789,0.03194354651831784,0.0,0.0,0.0,1.0
404,0.0,0.030290132558838508,0.0120352744154302,0.02950845528391431,0.016324854,0.017833333333333333,0.0,0.2,0.008827964268356789,0.03932526552943021,0.0,0.0,0.0,1.0
1620,0.0,0.008078635790679523,0.00733836439891161,0.008127168002430763,0.024985129,0.0,0.0,0.0,0.008827964268356789,0.004093047905740015,0.0,0.0,0.0,1.0
1208,0.0,0.005232342481968747,0.00733836439891161,0.005127611142477766,0.00082862144,0.0,0.0,0.0,0.008827964268356789,0.002463499236399374,0.0,0.0,0.0,1.0
939,0.0,0.003437774753085201,0.004006809863000386,0.003485016902208278,0.0011126947,0.0,0.0,0.0,0.008827964268356789,0.0016540927641588907,0.0,0.0,0.0,1.0
124,0.0,0.002899847187249012,0.005561967578070812,0.002980328366541175,0.0010289433,0.0,0.0,0.0,0.008827964268356789,0.0016027875112338728,0.0,0.0,0.0,1.0
1571,1.0,0.00883816512332164,0.0120352744154302,0.00908883545173451,0.0027958464,0.0,0.0,0.0,0.008827964268356789,0.0015417496174850818,0.0,0.0,0.0,0.0
98,0.0,0.009480238882638454,0.011003874025851061,0.009153747152014766,0.0070988685,0.0,0.0,0.0,0.008827964268356789,0.005159545607350678,0.0,0.0,0.0,1.0
455,0.0,0.006152868719436724,0.0120352744154302,0.006455521321758513,0.0012287726,0.0,0.0,0.0,0.008827964268356789,0.0032758242151722993,0.0,0.0,0.0,1.0
448,0.0,0.0033125491280415324,0.0120352744154302,0.003307514831021058,0.017476676,0.0,0.0,0.0,0.008827964268356789,7.264688954295188e-05,0.0,0.0,0.0,0.0
