,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.05882352941177,99.05882352941177,99.05882352941177,99.05882352941177,99.05882352941177,98.82352941176471,99.05882352941177,0.9411764705882352,99.05882352941177,0.9411764705882352,0.9411764705882352,0.9411764705882352,7.764705882352942
