,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,57.647058823529406,58.35294117647059,58.11764705882353,58.35294117647059,58.58823529411765,48.0,51.294117647058826,47.05882352941176,57.1764705882353,42.58823529411765,41.88235294117647,40.470588235294116,54.11764705882353
