,Actual,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
1321,0.0,0.0006684557741727549,5.5807876778221304e-05,0.0006309156063857528,0.00076130155,0.02,0.0,0.0,0.0057674543680692495,2.04645278177277e-23,0.0,0.0,0.0,1.0
661,0.0,0.0013789923669183441,0.0009324046213388473,0.0010687118703064822,0.0003932821,0.01,0.0,0.0,0.008811543629837996,4.328218493145656e-27,0.0,0.0,0.0,0.0
311,0.0,1.1592490140548647e-05,0.00017241577623517077,8.866704293329365e-06,0.0001991089,0.0,0.0,0.0,0.0013499739110809051,5.594745906648674e-28,0.0,0.0,0.0,0.0
447,0.0,0.0018480297348027845,0.0012742985994784563,0.0018977080135849313,0.0002107307,0.0,0.0,0.0,0.0035128632459596075,5.493449287692715e-24,0.0,0.0,0.0,1.0
1864,0.0,6.629926734159634e-06,2.5348277908752243e-05,7.0062544906546904e-06,0.00032854322,0.0,0.0,0.0,-0.0007221352786735925,4.495986916306476e-26,0.0,0.0,0.0,0.0
2116,0.0,0.0001290052670963524,2.037614376970909e-05,0.0001728980907570423,0.0003210219,0.02,0.0,0.0,-0.0009581110806824852,1.4835194971921312e-24,0.0,0.0,0.0,1.0
1445,0.0,0.00657155681617527,0.0007050374656154896,0.005938072235857781,0.00076130155,0.0,0.0,0.0,0.008509219856362792,4.077953614614142e-21,0.0,0.0,0.0,1.0
582,0.0,0.00014322264996255592,0.00035142610864863144,0.00023874830771942747,0.0004723143,0.0,0.0,0.0,0.0021197364754384817,5.2429871496326255e-25,0.0,0.0,0.0,1.0
99,0.0,7.259547332341267e-06,1.6653456307508073e-05,1.5994317526410618e-05,0.00021431787,0.0,0.0,0.0,-0.0011761467080242038,2.9450378660536845e-25,0.0,0.0,0.0,0.0
1881,0.0,2.43566386015247e-05,1.3006592797862591e-05,1.2735161545146098e-05,0.0005381702,0.01,0.0,0.0,0.0041933871997637175,4.627284356192972e-25,0.0,0.0,0.0,0.0
905,0.0,8.768586019068608e-05,0.00020252100869457755,6.303020335751045e-05,0.00020257378,0.0,0.0,0.0,0.0015239315300107081,2.769321420589713e-25,0.0,0.0,0.0,0.0
1225,0.0,0.0005118123360133002,0.0005474930865482341,0.0006074263332537577,0.00032566956,0.0,0.0,0.0,0.002599085128342147,3.183449235489117e-25,0.0,0.0,0.0,1.0
1219,0.0,2.1177711491049044e-05,6.193243895954852e-05,2.3337906585313423e-05,0.00031095924,0.0,0.0,0.0,0.00024334553365774544,4.863074063895688e-25,0.0,0.0,0.0,0.0
245,0.0,0.00033315808354986176,0.0018155600431131419,0.0004898137450901418,0.00035635708,0.0,0.0,0.0,0.003896021151400686,1.918339240121344e-25,0.0,0.0,0.0,0.0
907,0.0,7.208004563181159e-05,0.00024036593042694497,6.559651303271576e-05,0.0002538188,0.0,0.0,0.0,0.0017091197774580374,1.5520367926893966e-25,0.0,0.0,0.0,1.0
410,0.0,8.793425814122126e-05,1.0958349944888032e-05,5.343884950083009e-05,0.0010180959,0.0,0.0,0.0,0.004008198952316388,2.0189793704617348e-24,0.0,0.0,0.0,1.0
1000,0.0,3.9311859001995074e-06,1.0958349944888032e-05,4.02056618548134e-06,0.00030797877,0.0,0.0,0.0,-0.001628450656263279,1.3335020318660634e-25,0.0,0.0,0.0,0.0
653,0.0,1.833605708982391e-05,3.3506996914428485e-06,2.9547573644476417e-05,0.0005915516,0.01,0.0,0.0,0.0027276129559634255,3.5437098793421234e-23,0.0,0.0,0.0,1.0
885,0.0,8.770513641446166e-05,0.0007050374656154896,0.0001215516448570761,0.00037464467,0.0,0.0,0.0,0.002872570247783126,1.549660120121518e-25,0.0,0.0,0.0,0.0
1786,0.0,4.7625470584675386e-05,6.193243895954852e-05,3.5119039018844545e-05,0.00040636424,0.0,0.0,0.0,0.00024334553365774544,8.515040207119675e-25,0.0,0.0,0.0,0.0
231,0.0,0.0009755828791283511,0.00011199610543748428,0.0007986860461868225,0.00038825758,0.0,0.0,0.0,0.0008836385318342268,1.067574447195118e-23,0.0,0.0,0.0,1.0
824,0.0,0.0004608673547801458,0.0009324046213388473,0.000576009566311191,0.00026990418,0.0,0.0,0.0,0.0031748940212583295,5.844717250307391e-25,0.0,0.0,0.0,0.0
1606,0.0,4.43554147223221e-05,0.00028867388557905896,0.00012328838705936613,0.00021431787,0.0,0.0,0.0,0.0019070894354517873,1.490126298460491e-22,0.0,0.0,0.0,0.0
707,0.0,0.002936402683508028,0.0018155600431131419,0.003257441632143497,0.0006183762,0.0,0.0,0.0,0.009532670759980353,6.652235356836405e-23,0.0,0.0,0.0,1.0
1479,0.0,0.003088728552244708,0.00043460528852462424,0.002577256166127406,0.00031794497,0.0,0.0,0.0,0.0023494127756345197,2.0722372602959605e-23,0.0,0.0,0.0,1.0
808,0.0,0.004255785286600077,0.016958579891510513,0.00412784242275747,0.004207359,0.0,0.0,0.0,0.006327276207532317,2.2827067136993505e-25,0.0,0.0,0.0,1.0
610,0.0,0.001831519045573321,0.010978463351023928,0.0022466859652437122,0.005196019,0.01,0.0,0.0,0.014008108010739859,9.749779797192841e-20,0.0,0.0,0.0,0.0
