,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.07834101382488,99.30875576036865,98.38709677419355,98.84792626728111,98.84792626728111,97.92626728110599,99.07834101382488,0.6912442396313364,99.30875576036865,1.6129032258064515,1.6129032258064515,1.6129032258064515,52.53456221198156
