,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,98.82352941176471,98.82352941176471,98.82352941176471,98.82352941176471,98.82352941176471,97.88235294117648,98.82352941176471,1.1764705882352942,98.82352941176471,1.1764705882352942,1.1764705882352942,1.1764705882352942,13.882352941176471
