,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,98.38709677419355,98.61751152073732,98.38709677419355,98.38709677419355,98.61751152073732,98.38709677419355,98.84792626728111,1.1520737327188941,98.84792626728111,1.6129032258064515,1.6129032258064515,1.6129032258064515,49.53917050691244
