,detection level,no of samples in training,Lasso mean,Lasso std,Decision Tree mean,Decision Tree std,Random Forest mean,Random Forest std,OLS mean,OLS std,Neural Network mean,Neural Network std
0,-1.6094379124341003,367,-1.7690993990600254,0.36868888470890887,-1.733529824287315,0.4523233255859002,-1.7253373747033207,0.3803664333421189,-1.750023762282311,0.37112420862190426,-1.7626780362670504,0.38892379668531885
0,-2.659260036932778,286,-2.326978986483027,0.25951734460799897,-2.3841189786358545,0.27016446339053274,-2.35853148456318,0.23398516124101187,-2.3124086870883622,0.27525588567740794,-2.3507076434314564,0.2712285853719249
0,-2.3025850929940455,258,-2.0219472175604754,0.3011587730289118,-2.0193458970725393,0.46313537592779375,-2.0182950027801687,0.3646520775246779,-2.003661166309815,0.29699653788151614,-2.0156547914269582,0.3254466599654979
0,-1.2039728043259361,178,-1.4024830371865433,0.3564563998020063,-1.3336499909393682,0.38378326119381195,-1.3809189697922815,0.3534778929219718,-1.3680689321546722,0.3724686851365697,-1.389050340789396,0.3729893682136135
0,-0.916290731874155,83,-1.0742301644493168,0.25328866270144157,-1.056604379247994,0.3401631817425281,-1.0133669278005943,0.36520862804218046,-1.0137976121325811,0.26718883393039594,-1.0511377258544572,0.27680283995364835
0,-0.6931471805599453,53,-0.9922724642325226,0.2982691331707519,-0.8795153538152131,0.44572305549870117,-0.787135657757986,0.5251873600542598,-0.9270104288948637,0.29800596331208695,-0.9867619826509292,0.28898654350015024
0,-0.5108256237659907,39,-0.6928676177406786,0.3219474587804867,-0.5550631046975186,0.2859291469753527,-0.4211740398581995,0.32642046368914884,-0.6267523897841886,0.34901866392168224,-0.7162580368215301,0.29208014205897437
0,-0.2231435513142097,18,-0.5053862010459896,0.28244873471904136,-0.5451325655383473,0.3654772590705254,-0.31645813135287193,0.40184613392411905,-0.43558388730442055,0.3003219012341425,-0.4783228265445721,0.2810586887462776
