,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,98.15668202764977,98.15668202764977,98.15668202764977,99.07834101382488,98.84792626728111,98.84792626728111,98.84792626728111,1.1520737327188941,98.84792626728111,1.8433179723502304,1.8433179723502304,1.8433179723502304,52.07373271889401
