,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.76470588235294,99.76470588235294,99.76470588235294,99.76470588235294,99.52941176470588,97.6470588235294,99.76470588235294,0.2352941176470588,99.05882352941177,0.2352941176470588,0.2352941176470588,0.2352941176470588,6.8235294117647065
