,Actual,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
704,1.0,0.6210598012354562,0.5258176242979579,0.6528419701080536,0.60073316,0.57,1.0,0.6,0.6026332083871644,0.6134813324470515,1.0,1.0,1.0,0.9849066402625556
1856,1.0,0.6054066132362824,0.5921057155970757,0.6153455225362061,0.6143347,0.45,1.0,0.6,0.585808600440615,0.6087841669498322,1.0,1.0,1.0,0.7808185945923423
1245,0.0,0.2602405872977534,0.3890800555502577,0.2600447460773336,0.2935839,0.2,0.0,0.4,0.3023302679002837,0.26311562149902173,0.0,0.0,0.0,4.501690000530213e-07
94,1.0,0.6463431084221352,0.7009605370340664,0.6489497936545331,0.7994119,0.62,0.0,0.4,0.6561273995481958,0.6461567000007536,1.0,1.0,1.0,0.9520686025440955
576,1.0,0.7375365371303767,0.7571558849689051,0.7470792615439062,0.6717196,0.61,1.0,0.8,0.7169525264666249,0.7379786702994585,1.0,1.0,1.0,0.9955129707572665
1236,0.0,0.6644967328136963,0.5581163137581443,0.6684167874994259,0.5432514,0.59,1.0,0.6,0.6392963017305048,0.6649567560956857,1.0,1.0,1.0,0.9600235953181603
1105,1.0,0.4613234063694893,0.5173424504836445,0.463769281866183,0.44770485,0.38,0.0,0.6,0.49128050181671107,0.4574155510855654,0.0,1.0,1.0,0.8930516033454066
1672,0.0,0.4936423238431433,0.5008837945620043,0.4971943016385389,0.54822177,0.51,0.0,0.0,0.49785144163861966,0.4936974848466586,0.0,1.0,0.0,0.844614231133389
792,0.0,0.7491358681218265,0.6336760775450787,0.7499343515562635,0.73978704,0.62,1.0,0.4,0.6570593227004347,0.7847610751188596,1.0,1.0,1.0,1.485937248915707e-06
1268,0.0,0.5221621988684318,0.4701884273059173,0.5198111209757122,0.4251642,0.34,0.0,0.6,0.4945714317626808,0.5255099131999786,1.0,0.0,0.0,0.6995506604781522
895,0.0,0.6265293650747343,0.6642242005088561,0.6034530653112125,0.72523314,0.63,0.0,0.2,0.6017493846643227,0.6308693236635625,1.0,1.0,1.0,0.9496638531522811
1337,0.0,0.32336747048417924,0.412756317623441,0.36122197675835394,0.39667153,0.39,0.0,0.6,0.417073090530292,0.32626197611423474,0.0,0.0,0.0,0.6601799189682872
1623,1.0,0.6296191750704127,0.4917082725695601,0.6239234075164412,0.6401068,0.52,0.0,0.6,0.5859287913547017,0.6240183528002031,1.0,1.0,0.0,0.9570111624075972
104,0.0,0.6551706733037943,0.6726228207579141,0.67652842538032,0.75937325,0.48,0.0,0.0,0.6540622441541953,0.6505542436676266,1.0,1.0,1.0,0.9810220694485601
1671,1.0,0.5025455823105687,0.6129939973344123,0.5089801337362002,0.56148,0.57,1.0,0.6,0.5529367628875995,0.49950931129065196,1.0,1.0,1.0,0.8686662274158513
675,1.0,0.5648036261657927,0.5603008595464635,0.5764658939181595,0.5905804,0.54,1.0,0.8,0.5588344514460162,0.5627250042001982,1.0,1.0,1.0,0.9557218647056949
273,1.0,0.5069608832892489,0.6383284474503698,0.49777959622365947,0.6960992,0.7,0.0,0.2,0.5600414621647597,0.5084325665690358,0.0,1.0,1.0,0.314513536268559
480,0.0,0.5045947347932944,0.46104791463015965,0.5164275166723932,0.4032999,0.53,0.0,0.6,0.5758024610801257,0.5003376558075306,0.0,1.0,0.0,0.7048287813597817
383,0.0,0.5350219878173981,0.4855017019627461,0.5309419975898182,0.68581736,0.52,0.0,0.8,0.5714800169518693,0.5289168161527189,0.0,1.0,0.0,0.7226660046199876
1499,0.0,0.5641471707828192,0.532451005196533,0.5798949011883863,0.5582121,0.42,0.0,0.4,0.5609214427428724,0.557631330205427,1.0,1.0,1.0,0.9878482981466686
1384,0.0,0.4596230653022065,0.5100794297928856,0.48779597114921575,0.38817355,0.51,0.0,0.6,0.4986025396208377,0.45573245452754746,0.0,1.0,0.0,0.8291028674239725
1881,1.0,0.30898531736552876,0.3281465312379411,0.3241347085456312,0.18627477,0.46,0.0,0.6,0.3545423737106441,0.2992665976155792,0.0,0.0,0.0,0.9600009827482727
1502,1.0,0.2595625573313647,0.41364196171966805,0.274518014713768,0.27507,0.42,1.0,0.2,0.4003009451245926,0.2413400833738572,0.0,0.0,0.0,1.0634935235277736e-05
1256,1.0,0.4369145973569428,0.532242367554393,0.460383206198625,0.54946625,0.64,1.0,0.8,0.5113077291160439,0.4309868363985648,0.0,1.0,1.0,0.24727901943681274
1517,0.0,0.6952852233301355,0.6268504615100035,0.6828150518000532,0.642184,0.61,0.0,0.6,0.6143203823218367,0.7020983716002288,1.0,1.0,1.0,0.795952727783859
1327,1.0,0.4688036456283268,0.49130038746200466,0.5035686127023506,0.4518708,0.5,1.0,0.8,0.5108435641937586,0.46558218142152813,0.0,1.0,1.0,0.9093409206328993
113,1.0,0.6338137847119113,0.6970508318719091,0.6491657323050524,0.8101668,0.69,1.0,0.8,0.6657938389001016,0.6301168120962631,1.0,1.0,1.0,0.9750270576009492
1865,1.0,0.457115187962328,0.39547923096004217,0.46163002055001495,0.47417623,0.48,0.0,0.4,0.44671899586014024,0.46445881915354265,0.0,0.0,0.0,0.77191364987711
1138,0.0,0.44223122500598117,0.350884569908401,0.42787424237449134,0.46191993,0.51,0.0,0.4,0.4190979913899969,0.4425237677203864,0.0,0.0,0.0,0.8676156134907109
423,1.0,0.6845843342751764,0.5896153785998834,0.7064548701809377,0.59538215,0.64,1.0,0.8,0.6712087380708538,0.6939567644052155,1.0,1.0,1.0,0.3465896162722341
795,1.0,0.495399618368469,0.622493648835825,0.48372468968701715,0.57709646,0.53,0.0,0.4,0.5489238015465788,0.5030996988004814,0.0,1.0,1.0,0.1095519955523387
1995,1.0,0.6671414371164464,0.7496339483769809,0.6864004077272298,0.70456094,0.68,1.0,0.8,0.7003129664345992,0.6300905574521194,1.0,1.0,1.0,1.0
1836,1.0,0.5393228568518076,0.5970324110757869,0.5489847890693614,0.62076104,0.63,1.0,0.6,0.5583689185786562,0.5368323077205047,1.0,1.0,1.0,0.8861265381117404
1160,0.0,0.4475344402646013,0.3384580283382458,0.44082804688315247,0.4401611,0.39,1.0,0.4,0.3966314054096202,0.45425596072894964,0.0,0.0,0.0,0.406043430618844
485,0.0,0.6800344457686387,0.5605041271088506,0.6787534154972255,0.699394,0.67,1.0,0.4,0.6123079682410266,0.6844321013523756,1.0,1.0,1.0,0.961081855674615
