,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,100.0,100.0,100.0,100.0,100.0,99.29411764705883,100.0,0.0,100.0,0.4705882352941176,0.7058823529411765,0.7058823529411765,49.411764705882355
