,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,57.83410138248848,79.95391705069125,57.83410138248848,83.87096774193549,83.17972350230414,76.72811059907833,79.72350230414746,32.48847926267281,83.87096774193549,35.02304147465438,42.16589861751152,42.16589861751152,64.28571428571429
