,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.52941176470588,99.52941176470588,99.52941176470588,99.52941176470588,99.76470588235294,99.52941176470588,99.52941176470588,0.4705882352941176,99.52941176470588,0.4705882352941176,0.9411764705882352,0.9411764705882352,54.11764705882353
