,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.52941176470588,99.29411764705883,99.52941176470588,99.52941176470588,99.52941176470588,99.52941176470588,99.29411764705883,0.7058823529411765,99.29411764705883,0.4705882352941176,0.4705882352941176,0.4705882352941176,51.52941176470588
