,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.52941176470588,98.3529411764706,99.52941176470588,99.52941176470588,99.29411764705883,99.52941176470588,99.52941176470588,0.4705882352941176,99.52941176470588,0.7058823529411765,1.647058823529412,1.647058823529412,51.52941176470588
