,Logistic Regression,Stepwise Logistic Regression 3,Stepwise Logistic Regression,XGBOOST,Random Forest,NN,KNN-5,Lasso,LDA,SVM Linear,SVM Poly,SVM RBF,Naive Bayes
0,99.29411764705883,99.29411764705883,99.29411764705883,99.29411764705883,99.29411764705883,99.05882352941177,99.29411764705883,0.7058823529411765,98.11764705882354,0.7058823529411765,0.7058823529411765,0.7058823529411765,10.352941176470589
